,_country,dataorder,number_1,number_10,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,pairwise_1_10,pairwise_1_2,pairwise_1_3,pairwise_1_4,pairwise_1_5,pairwise_1_6,pairwise_1_7,pairwise_1_8,pairwise_1_9,pairwise_2_10,pairwise_2_3,pairwise_2_4,pairwise_2_5,pairwise_2_6,pairwise_2_7,pairwise_2_8,pairwise_2_9,pairwise_3_10,pairwise_3_4,pairwise_3_5,pairwise_3_6,pairwise_3_7,pairwise_3_8,pairwise_3_9,pairwise_4_10,pairwise_4_5,pairwise_4_6,pairwise_4_7,pairwise_4_8,pairwise_4_9,pairwise_5_10,pairwise_5_6,pairwise_5_7,pairwise_5_8,pairwise_5_9,pairwise_6_10,pairwise_6_7,pairwise_6_8,pairwise_6_9,pairwise_7_10,pairwise_7_8,pairwise_7_9,pairwise_8_10,pairwise_8_9,pairwise_9_10,rank_number,rank_pairwise,rank_stars,rating_1,rating_10,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,total_time_10_number,total_time_10_star,total_time_1_10_p,total_time_1_2_p,total_time_1_3_p,total_time_1_4_p,total_time_1_5_p,total_time_1_6_p,total_time_1_7_p,total_time_1_8_p,total_time_1_9_p,total_time_1_number,total_time_1_star,total_time_2_10_p,total_time_2_3_p,total_time_2_4_p,total_time_2_5_p,total_time_2_6_p,total_time_2_7_p,total_time_2_8_p,total_time_2_9_p,total_time_2_number,total_time_2_star,total_time_3_10_p,total_time_3_4_p,total_time_3_5_p,total_time_3_6_p,total_time_3_7_p,total_time_3_8_p,total_time_3_9_p,total_time_3_number,total_time_3_star,total_time_4_10_p,total_time_4_5_p,total_time_4_6_p,total_time_4_7_p,total_time_4_8_p,total_time_4_9_p,total_time_4_number,total_time_4_star,total_time_5_10_p,total_time_5_6_p,total_time_5_7_p,total_time_5_8_p,total_time_5_9_p,total_time_5_number,total_time_5_star,total_time_6_10_p,total_time_6_7_p,total_time_6_8_p,total_time_6_9_p,total_time_6_number,total_time_6_star,total_time_7_10_p,total_time_7_8_p,total_time_7_9_p,total_time_7_number,total_time_7_star,total_time_8_10_p,total_time_8_9_p,total_time_8_number,total_time_8_star,total_time_9_10_p,total_time_9_number,total_time_9_star,total_time_aggr,total_time_final,image_1,image_10,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,winner,time_number,time_pairwise,time_stars,time_diff
17,MKD,mps,5.0,10.0,6.0,7.0,3.0,10.0,4.0,2.0,8.0,1.0,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,5,4,3,2,5,3,4,1,5,2,1,4,1,2751,1582,11440,2608,1744,1815,1823,2639,1415,2215,2240,57318,4584,1863,2151,2224,2319,1912,1671,1448,1544,4783,2359,1873,1678,1848,1728,1759,2528,2176,4793,2313,1575,1473,5960,4760,1417,1656,3448,1816,4007,1528,1561,3447,1384,4032,2192,4992,2304,1569,2081,3351,1936,1663,1536,1953,3272,1977,2135,1585,2975,6351,1767,3873,1617,367626,90154,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,90596,107014,26727,0 days 00:06:09.000000000
18,BGR,mps,3.0,10.0,4.5,2.5,5.0,6.5,3.0,3.0,10.0,2.0,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,3,4,5,2,5,2,2,3,3,2,3,5,2,4803,2504,1808,4743,1983,2539,3476,2232,2279,1695,2608,43887,7822,2208,2783,2072,3408,2967,3263,1751,1960,12528,2496,2000,2423,2719,2464,2860,2184,2832,7745,4265,1707,4383,2128,4623,1784,2771,8144,2175,2055,1793,2279,2032,3456,8801,2387,6587,2040,1825,2636,5830,3916,1647,1656,2090,3895,2079,2216,1703,9712,2191,2167,4346,2344,316527,47732,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,109691,114835,32179,0 days 00:05:20.000000000
19,IND,mps,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,3,5,5,4,2,4,3,4,2,4,4,2,4,5616,2353,1688,1968,3183,2520,2777,3479,4833,1768,2438,21065,6831,1939,3559,2973,3167,3984,2399,1599,5200,4152,2839,4488,3416,1984,2223,2656,3399,3166,4392,3410,2127,2167,2640,2591,1567,2015,5680,2543,3367,1961,2088,4311,3000,7973,2431,5824,2833,2376,4943,4184,2160,2599,1920,2165,3808,1800,4553,2784,3040,1929,2436,2800,2237,362652,42516,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,62710,131073,28533,0 days 00:06:04.000000000
20,CAN,mps,22.0,55.0,27.0,37.0,77.0,75.0,11.0,82.0,78.0,69.0,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,4,4,5,2,3,3,3,5,5,1,5,5,4,7448,1839,2784,1728,1840,1719,1625,2183,1703,1679,2008,25383,6144,1927,5776,2040,3935,2239,1600,2400,2296,8040,3431,3871,2392,1768,1967,2528,6552,5008,8824,1896,1758,2528,1687,2064,2040,2600,5862,2639,2887,2576,7176,1672,1489,7567,1680,4904,1679,1767,2288,7064,2080,1896,2456,1624,7832,1736,1608,1471,6392,2496,1999,5855,2496,381337,54686,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,90267,113737,26437,0 days 00:06:23.000000000
21,VEN,mps,100.0,190.0,150.0,50.0,180.0,125.0,70.0,50.0,180.0,40.0,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,4,5,4,3,4,3,4,4,5,2,2,4,2,4845,2768,3581,6606,3811,5307,3082,2883,2490,3192,3415,88861,6501,3929,4157,3290,4809,3415,2686,2962,4557,12403,2941,3326,3083,2834,3101,4391,3450,3073,7315,3770,3084,2920,3555,2466,7279,2711,6474,2930,8070,2231,2391,5259,1988,12968,2835,8263,3374,2970,6193,10829,2665,2946,2692,2733,4509,2447,4354,2365,12011,3015,2855,5382,2659,443034,57855,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,165597,168129,32531,0 days 00:07:28.000000000
22,GRC,mps,1.0,0.1,2.0,1.0,1.0,3.0,0.5,2.5,2.5,4.0,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,3,5,1,1,2,1,2,3,1,2,3,4,9283,2160,1614,1322,1950,1943,1561,2961,1704,2103,2320,44327,6440,1480,1610,4696,6776,2291,1407,1952,1306,47301,9464,2127,2569,1696,2721,1552,6089,1432,6313,4777,1736,1985,1815,1711,3209,1454,6568,2143,1664,1462,1551,2184,6153,6088,2088,10057,1582,1513,1487,6353,1856,1389,1457,1393,7385,3344,1784,1321,12793,2206,1674,28803,2305,423529,84806,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,175214,105763,36783,0 days 00:07:06.000000000
23,SRB,mps,4.0,6.0,5.5,7.0,9.0,2.0,3.0,5.0,1.0,1.0,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,4,2,2,4,3,4,2,5,2,4,1,5,1,1940,1603,1204,1791,1912,2047,1511,1821,1656,1670,1969,11933,4041,2228,2076,2002,2261,1966,163566,1446,27415,9952,4022,5576,1697,1491,1537,1662,1817,2146,3425,1589,2056,1345,2708,1641,2282,1446,4246,1583,1404,1648,2109,1977,1505,4073,1492,4854,1836,1559,2314,1797,1447,1691,1791,2557,1879,1317,1577,1502,1954,1429,2130,1997,5129,440950,43037,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,43196,276399,23652,0 days 00:07:24.000000000
24,POL,mps,20.0,78.0,75.0,25.0,25.0,90.0,79.0,80.0,100.0,67.0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,5,4,1,5,4,2,1,5,3,3,5,3,5497,2161,1688,2166,3215,2168,2194,2871,2192,1824,2504,63865,5369,3888,2264,2856,4511,3417,6615,1998,4672,12454,4151,2293,3791,2127,2159,2288,2072,2976,7664,2735,3647,2076,3816,3497,3096,2913,6792,3296,2220,2000,2695,4648,3217,6617,2695,7000,4671,1756,5192,9000,3255,2671,2890,3439,4872,2896,2321,2410,6087,2199,2656,5926,2368,440440,77519,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,128774,137580,31125,0 days 00:07:24.000000000
25,KEN,mps,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,3,3,3,4,1,2,1,1,4,1,1,3,2,2291,1712,1432,1544,1527,1576,2144,1432,1849,1560,2232,48408,7208,1456,1888,3848,2063,1544,2448,1439,1648,5689,2120,2382,3192,1774,2312,3695,1777,2921,9384,1984,3120,1592,2248,1648,1744,2152,2465,1608,1504,1536,1535,1688,1152,6495,2160,6637,1696,1607,2503,3175,3424,1976,2495,1376,3039,3184,1471,1240,5722,2536,3824,2279,1888,275646,20864,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,88947,94427,27824,0 days 00:04:39.000000000
26,DEU,mps,1.0,1.0,5.0,3.0,3.0,5.0,1.0,4.0,4.0,5.0,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,5,5,5,1,2,5,2,3,5,2,4,4,5,4579,2432,3410,2575,4016,2630,2576,3190,2539,2283,2879,25628,3832,2248,2545,2558,4944,2428,2344,2282,2660,19472,2686,2250,5382,3055,2228,3288,4063,2646,5008,2442,2772,2341,2318,3046,2450,2680,4276,2470,2311,2199,2437,2407,2450,4124,2406,7510,2623,2643,2640,5801,3194,2435,6601,2534,5238,3503,2307,3834,4303,2655,2625,4483,2605,348084,48749,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,82912,134182,28225,0 days 00:05:52.000000000
27,GBR,mps,100.0,120.0,150.0,5.0,100.0,200.0,18.0,34.0,160.0,40.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,5,4,5,5,5,2,5,2,3,1,5,1,3280,1862,5032,2159,1615,1769,1822,2167,1568,1928,2591,35128,5593,4023,2183,2832,2600,2176,1736,1823,2896,6095,1934,1864,2208,2529,2464,2887,2039,2080,6417,2855,1672,1672,2383,1808,1735,1912,5871,2384,1664,1881,1839,2127,3143,7718,2641,5584,1631,1904,2776,4689,2087,1792,1817,2887,4079,2408,2343,17191,3871,2175,2320,6135,2137,316984,69228,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,83283,119072,26076,0 days 00:05:18.000000000
28,SRB,mps,2100.0,123.0,2100.0,123.0,123.0,2100.0,2100.0,2100.0,2100.0,123.0,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,5,4,3,5,2,4,3,3,5,4,3,5,3,13791,4152,2119,2271,2000,3128,2824,2152,2160,2180,2480,20729,5352,2576,2504,3712,4223,5118,2559,8192,2248,8949,3152,5080,2656,2295,2353,8840,2648,3184,8016,3704,2616,2440,2625,2936,2312,5405,5799,3136,3375,3088,2535,4856,2448,6207,3245,5736,2755,5595,2336,6907,4107,2776,3266,2248,5509,3152,2560,2136,5641,2808,3424,5688,3176,402576,41971,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,87236,146970,35984,0 days 00:06:44.000000000
29,FRA,mps,100.0,20.0,50.0,30.0,50.0,30.0,30.0,30.0,40.0,30.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,5,5,5,5,1,5,1,3,2,2,1,4,2,8664,1824,2472,1688,1825,2001,1488,1585,1839,1608,3439,27673,5361,1528,1784,2744,3447,1855,1679,4591,1543,9766,2920,3519,2503,2639,2031,11712,4512,3167,5527,7376,1912,2824,2264,2431,2801,2240,14208,3190,1863,2544,2560,2527,1736,5985,5857,6929,2432,3184,2832,4760,3319,2384,2328,1544,5279,3447,1872,1600,6017,2904,3313,4927,3144,416465,119500,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,92806,121319,39342,0 days 00:06:58.000000000
30,EGY,mps,10.0,300.0,20.0,50.0,30.0,100.0,20.0,70.0,30.0,200.0,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,4,5,5,3,5,5,4,3,4,3,5,4,5,5018,1672,1423,1887,1688,3287,1743,1968,1463,2215,2223,14961,5161,1912,2893,2336,6640,1736,1728,1440,2049,6583,3799,2160,1696,2024,1240,3584,2048,6912,8504,3488,1528,2769,2392,1576,1840,3072,7271,2120,3680,2640,1968,2031,1793,5752,1848,5092,2479,3312,2319,9600,1543,1432,1865,1760,7040,2008,3311,1392,4817,2024,9456,6214,1664,581925,107015,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,75760,116002,25327,0 days 00:09:47.000000000
31,RUS,mps,500.0,222.0,555.0,1000.0,400.0,2100.0,1000.0,1000.0,500.0,700.0,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,5,5,3,3,3,5,5,3,5,2,3,5367,2265,1480,2160,2113,2495,2145,1479,2952,1521,2176,20239,3336,1760,2479,4248,2488,4159,1727,1535,2191,4464,3031,2183,2423,2100,2033,2384,2585,3656,3766,2320,2055,2151,1976,3144,1511,2303,6130,2600,1552,5471,1871,1673,1535,4862,1855,5536,2307,2849,2295,32097,2736,2128,1639,1480,5825,2215,3305,3336,3692,2625,2528,4448,1855,300950,59050,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,90890,109117,24838,0 days 00:05:02.000000000
32,VEN,mps,7.0,1.23,6.0,5.0,7.5,9.8,2.0,6.0,2.1,1.2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,5,5,5,1,3,3,4,5,4,5,3,1,4943,1752,1440,1552,1696,2216,2096,1520,2503,1216,1832,16104,7208,1760,2407,2521,2392,2903,1416,3664,2568,10575,3199,1609,1505,1887,2031,1511,3280,2265,4009,2449,1687,2167,1304,2263,1256,1991,5791,2032,1271,2216,2055,1471,1464,3977,1928,6535,1584,1720,1760,3096,2735,1641,1575,1184,3472,1833,1952,1632,3272,1952,2439,3679,1671,302657,81502,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,58918,90957,26759,0 days 00:05:08.000000000
33,VNM,mps,9.0,5.0,7.0,10.0,10.0,10.0,8.0,5.0,5.0,7.0,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,5,4,5,4,3,3,5,5,5,4,3,3,4,9248,2680,2000,2608,3480,2793,2535,4360,2303,1968,25273,36671,7623,2608,2557,3118,3662,3315,2335,2935,7390,12620,3325,2688,8633,6318,3785,3001,3113,3017,12603,4830,2142,3863,2488,2127,1855,2338,8683,2297,2358,2558,5025,2050,2072,12885,2615,7503,2560,2607,4830,19955,3600,9158,5582,2065,8942,3545,7534,2553,7673,2320,3505,7735,4423,560461,108070,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,137015,182568,37258,0 days 00:09:25.000000000
